VM,Powerstate,Template,SRM Placeholder,Config status,DNS Name,Connection state,Guest state,Heartbeat,Consolidation Needed,PowerOn,Suspend time,Creation date,Change Version,CPUs,Memory,NICs,Disks,min Required EVC Mode Key,Latency Sensitivity,EnableUUID,CBT,Primary IP Address,Network #1,Network #2,Network #3,Network #4,Network #5,Network #6,Network #7,Network #8,Num Monitors,Video Ram KiB,Resource pool,Folder,vApp,DAS protection,FT State,FT Latency,FT Bandwidth,FT Sec. Latency,Provisioned MiB,In Use MiB,Unshared MiB,HA Restart Priority,HA Isolation Response,HA VM Monitoring,Cluster rule(s),Cluster rule name(s),Boot Required,Boot delay,Boot retry delay,Boot retry enabled,Boot BIOS setup,Firmware,HW version,HW upgrade status,HW upgrade policy,HW target,Path,Log directory,Snapshot directory,Suspend directory,Annotation,NB_LAST_BACKUP,Datacenter,Cluster,Host,OS according to the configuration file,OS according to the VMware Tools,VM ID,VM UUID,VI SDK Server type,VI SDK API Version,CategoryBackup,SharePoint,VI SDK Server,VI SDK UUID
PUBWIFIDHCPVM4 - ISC,poweredOn,False,False,green,PUBWIFIDHCPVM4,connected,running,green,False,2023/09/29 23:17:36,,2022/08/03 23:28:41,2023/10/02 08:47:37,1,"4,096",1,1,intel-haswell,normal,True,True,192.168.0.8,DMZ-GUEST-2010,,,,,,,,1,"16,384",/VxRail-Datacenter/VxRail-Virtual-SAN-Cluster-1ace252b-8d79-43a9-9c01-cf6cff9e5c32/Resources,/VxRail-Datacenter/Network Engineering,,True,notConfigured,gray,-1,-1,"66,336","36,388","35,516",medium,none,vmMonitoringDisabled,,,False,0,"10,000",False,False,bios,11,none,never,,[VxRail-Virtual-SAN-Datastore-1ace252b-8d79-43a9-9c01-cf6cff9e5c32] PUBWIFIDHCPVM4 - ISC/PUBWIFIDHCPVM4 - ISC.vmx,[VxRail-Virtual-SAN-Datastore-1ace252b-8d79-43a9-9c01-cf6cff9e5c32] PUBWIFIDHCPVM4 - ISC/,[VxRail-Virtual-SAN-Datastore-1ace252b-8d79-43a9-9c01-cf6cff9e5c32] PUBWIFIDHCPVM4 - ISC/,[VxRail-Virtual-SAN-Datastore-1ace252b-8d79-43a9-9c01-cf6cff9e5c32] PUBWIFIDHCPVM4 - ISC/,***** DHCP server for Guest Wi-Fi  Needs to stay in ISC hosts Backup required - DD - 10/2023 *****,"Thu Oct  5 19:42:58 2023 -0400,nbumaster-isc.nbhdhqdomain.nbhd.org,VMware_ISCVCSRVRAIL",VxRail-Datacenter,VxRail-Virtual-SAN-Cluster-1ace252b-8d79-43a9-9c01-cf6cff9e5c32,iscvxnode14.nbhdhqdomain.nbhd.org,Microsoft Windows Server 2012 (64-bit),Microsoft Windows Server 2012 (64-bit),vm-4611,5026005b-91ab-db8d-bade-6665c3356902,VMware vCenter Server 7.0.3 build-21477706,7.0.3.0,,,iscvcsrvrail.nbhdhqdomain.nbhd.org,6bc373d9-1fa4-43fc-a26b-57d6532ad666
PUBWIFIISC122VM,poweredOn,False,False,green,PUBWIFIISC122VM,connected,running,green,False,2023/10/05 08:16:55,,2023/09/12 14:38:11,2023/09/27 11:38:31,4,"8,192",1,1,intel-haswell,normal,True,True,192.168.6.242,DMZ-GUEST-2010,,,,,,,,1,"16,384",/VxRail-Datacenter/VxRail-Virtual-SAN-Cluster-1ace252b-8d79-43a9-9c01-cf6cff9e5c32/Resources,/VxRail-Datacenter/Network Engineering,,True,notConfigured,gray,-1,-1,"163,448","33,136","31,408",medium,none,vmMonitoringDisabled,,,False,0,"10,000",False,False,bios,19,none,never,,[VxRail-Virtual-SAN-Datastore-1ace252b-8d79-43a9-9c01-cf6cff9e5c32] PUBWIFIISC122VM/PUBWIFIISC122VM.vmx,[VxRail-Virtual-SAN-Datastore-1ace252b-8d79-43a9-9c01-cf6cff9e5c32] PUBWIFIISC122VM/,[VxRail-Virtual-SAN-Datastore-1ace252b-8d79-43a9-9c01-cf6cff9e5c32] PUBWIFIISC122VM/,[VxRail-Virtual-SAN-Datastore-1ace252b-8d79-43a9-9c01-cf6cff9e5c32] PUBWIFIISC122VM/,Nessus Scan Successfully Remediated 3/1/2022 - CP Last MS Patches February 2022  3.13.23 - Changed Power Settings - CP,"Thu Oct  5 19:41:04 2023 -0400,nbumaster-isc.nbhdhqdomain.nbhd.org,VMware_ISCVCSRVRAIL",VxRail-Datacenter,VxRail-Virtual-SAN-Cluster-1ace252b-8d79-43a9-9c01-cf6cff9e5c32,iscvxnode15.nbhdhqdomain.nbhd.org,Microsoft Windows Server 2016 (64-bit),Microsoft Windows Server 2022 (64-bit),vm-2205,500d65aa-da7d-3d97-e0a1-e768daa37e2b,VMware vCenter Server 7.0.3 build-21477706,7.0.3.0,,,iscvcsrvrail.nbhdhqdomain.nbhd.org,6bc373d9-1fa4-43fc-a26b-57d6532ad666
PYXISCONN112VM,poweredOn,False,False,green,PYXISCONN112VM.nbhdhqdomain.nbhd.org,connected,running,green,False,2023/09/28 11:34:27,,1969/12/31 19:00:00,2023/09/28 11:36:58,2,"8,192",1,6,intel-merom,normal,True,True,10.60.0.196,DVS-SERVER-1100,,,,,,,,1,"16,384",/VxRail-Datacenter/VxRail-Virtual-SAN-Cluster-1ace252b-8d79-43a9-9c01-cf6cff9e5c32/Resources,/VxRail-Datacenter/Databases,,True,notConfigured,gray,-1,-1,"585,624","319,980","318,476",medium,none,vmMonitoringDisabled,,,False,0,"10,000",False,False,bios,15,none,never,,[VxRail-Virtual-SAN-Datastore-1ace252b-8d79-43a9-9c01-cf6cff9e5c32] PYXISCONN112VM/PYXISCONN112VM.vmx,[VxRail-Virtual-SAN-Datastore-1ace252b-8d79-43a9-9c01-cf6cff9e5c32] PYXISCONN112VM/,[VxRail-Virtual-SAN-Datastore-1ace252b-8d79-43a9-9c01-cf6cff9e5c32] PYXISCONN112VM/,[VxRail-Virtual-SAN-Datastore-1ace252b-8d79-43a9-9c01-cf6cff9e5c32] PYXISCONN112VM/,,"Mon Oct  2 20:33:35 2023 -0400,nbumaster-isc.nbhdhqdomain.nbhd.org,VMware_ISCVCSRVRAIL",VxRail-Datacenter,VxRail-Virtual-SAN-Cluster-1ace252b-8d79-43a9-9c01-cf6cff9e5c32,iscvxnode23.nbhdhqdomain.nbhd.org,Microsoft Windows Server 2012 (64-bit),Microsoft Windows Server 2012 (64-bit),vm-4478,502646b1-2a34-9dc2-b35e-00b4ee931654,VMware vCenter Server 7.0.3 build-21477706,7.0.3.0,"BackupExclusion, SQLServers",,iscvcsrvrail.nbhdhqdomain.nbhd.org,6bc373d9-1fa4-43fc-a26b-57d6532ad666
PYXISCONN212VM,poweredOn,False,False,green,PYXISCONN212VM.nbhdhqdomain.nbhd.org,connected,running,green,False,2023/09/28 11:40:31,,1969/12/31 19:00:00,2023/09/28 11:45:01,2,"8,192",1,6,intel-merom,normal,True,True,10.60.6.242,DVS-APPLICATION-1130,,,,,,,,1,"16,384",/VxRail-Datacenter/VxRail-Virtual-SAN-Cluster-1ace252b-8d79-43a9-9c01-cf6cff9e5c32/Resources,/VxRail-Datacenter/Databases,,True,notConfigured,gray,-1,-1,"662,668","310,588","308,840",medium,none,vmMonitoringDisabled,,,False,0,"10,000",False,False,bios,15,none,never,,[VxRail-Virtual-SAN-Datastore-1ace252b-8d79-43a9-9c01-cf6cff9e5c32] PYXISCONN212VM/PYXISCONN212VM.vmx,[VxRail-Virtual-SAN-Datastore-1ace252b-8d79-43a9-9c01-cf6cff9e5c32] PYXISCONN212VM/,[VxRail-Virtual-SAN-Datastore-1ace252b-8d79-43a9-9c01-cf6cff9e5c32] PYXISCONN212VM/,[VxRail-Virtual-SAN-Datastore-1ace252b-8d79-43a9-9c01-cf6cff9e5c32] PYXISCONN212VM/,,"Mon Oct  2 20:33:51 2023 -0400,nbumaster-isc.nbhdhqdomain.nbhd.org,VMware_ISCVCSRVRAIL",VxRail-Datacenter,VxRail-Virtual-SAN-Cluster-1ace252b-8d79-43a9-9c01-cf6cff9e5c32,iscvxnode24.nbhdhqdomain.nbhd.org,Microsoft Windows Server 2012 (64-bit),Microsoft Windows Server 2012 (64-bit),vm-4479,50264c23-4957-0706-cd26-1f216c5141c8,VMware vCenter Server 7.0.3 build-21477706,7.0.3.0,"BackupExclusion, SQLServers",,iscvcsrvrail.nbhdhqdomain.nbhd.org,6bc373d9-1fa4-43fc-a26b-57d6532ad666
PYXISCONN312VM,poweredOn,False,False,green,PYXISCONN312VM.nbhdhqdomain.nbhd.org,connected,running,green,False,2023/09/28 11:47:07,,1969/12/31 19:00:00,2023/09/28 12:36:40,2,"8,192",1,6,intel-merom,normal,True,True,10.60.6.32,DVS-APPLICATION-1130,,,,,,,,1,"16,384",/VxRail-Datacenter/VxRail-Virtual-SAN-Cluster-1ace252b-8d79-43a9-9c01-cf6cff9e5c32/Resources,/VxRail-Datacenter/Databases,,True,notConfigured,gray,-1,-1,"493,468","91,840","90,332",medium,none,vmMonitoringDisabled,,,False,0,"10,000",False,False,bios,15,none,never,,[VxRail-Virtual-SAN-Datastore-1ace252b-8d79-43a9-9c01-cf6cff9e5c32] PYXISCONN312VM/PYXISCONN312VM.vmx,[VxRail-Virtual-SAN-Datastore-1ace252b-8d79-43a9-9c01-cf6cff9e5c32] PYXISCONN312VM/,[VxRail-Virtual-SAN-Datastore-1ace252b-8d79-43a9-9c01-cf6cff9e5c32] PYXISCONN312VM/,[VxRail-Virtual-SAN-Datastore-1ace252b-8d79-43a9-9c01-cf6cff9e5c32] PYXISCONN312VM/,,"Mon Oct  2 20:34:06 2023 -0400,nbumaster-isc.nbhdhqdomain.nbhd.org,VMware_ISCVCSRVRAIL",VxRail-Datacenter,VxRail-Virtual-SAN-Cluster-1ace252b-8d79-43a9-9c01-cf6cff9e5c32,iscvxnode23.nbhdhqdomain.nbhd.org,Microsoft Windows Server 2012 (64-bit),Microsoft Windows Server 2012 (64-bit),vm-4482,5026af07-4a03-b48a-e8cd-3e5547ef4e4d,VMware vCenter Server 7.0.3 build-21477706,7.0.3.0,"BackupExclusion, SQLServers",,iscvcsrvrail.nbhdhqdomain.nbhd.org,6bc373d9-1fa4-43fc-a26b-57d6532ad666
RELAYAZURE116VM,poweredOn,False,False,green,RELAYAZURE116VM.nbhdhqdomain.nbhd.org,connected,running,green,False,2023/09/28 00:33:07,,1969/12/31 19:00:00,2023/09/27 11:38:32,1,"4,096",2,1,intel-merom,normal,True,True,10.60.6.182,DVS-APPLICATION-1130,F5VIPS-1170,,,,,,,1,"4,096",/VxRail-Datacenter/VxRail-Virtual-SAN-Cluster-1ace252b-8d79-43a9-9c01-cf6cff9e5c32/Resources,/VxRail-Datacenter/Virtualization Technologies - Microsoft/Exchange,,True,notConfigured,gray,-1,-1,"128,248","85,808","84,464",medium,none,vmMonitoringDisabled,,,False,0,"10,000",False,False,bios,14,none,never,,[VxRail-Virtual-SAN-Datastore-1ace252b-8d79-43a9-9c01-cf6cff9e5c32] RELAYAZURE116VM/RELAYAZURE116VM.vmx,[VxRail-Virtual-SAN-Datastore-1ace252b-8d79-43a9-9c01-cf6cff9e5c32] RELAYAZURE116VM/,[VxRail-Virtual-SAN-Datastore-1ace252b-8d79-43a9-9c01-cf6cff9e5c32] RELAYAZURE116VM/,[VxRail-Virtual-SAN-Datastore-1ace252b-8d79-43a9-9c01-cf6cff9e5c32] RELAYAZURE116VM/,Stays at ISC,"Thu Oct  5 19:41:45 2023 -0400,nbumaster-isc.nbhdhqdomain.nbhd.org,VMware_ISCVCSRVRAIL",VxRail-Datacenter,VxRail-Virtual-SAN-Cluster-1ace252b-8d79-43a9-9c01-cf6cff9e5c32,iscvxnode01.nbhdhqdomain.nbhd.org,Microsoft Windows Server 2016 or later (64-bit),Microsoft Windows Server 2016 or later (64-bit),vm-1293,5026541b-fc26-d856-af51-909a4fb231af,VMware vCenter Server 7.0.3 build-21477706,7.0.3.0,,,iscvcsrvrail.nbhdhqdomain.nbhd.org,6bc373d9-1fa4-43fc-a26b-57d6532ad666
RK2019TESTSQL03,poweredOn,False,False,green,RK2019TESTSQL03.nbhdhqdomain.nbhd.org,connected,running,green,False,2023/07/05 14:38:49,,2022/12/16 09:21:34,2023/09/27 11:38:27,2,"8,192",1,1,intel-merom,normal,True,True,10.60.23.249,DVS-SERVER-1193,,,,,,,,1,"4,096",/VxRail-Datacenter/VxRail-Virtual-SAN-Cluster-1ace252b-8d79-43a9-9c01-cf6cff9e5c32/Resources,/VxRail-Datacenter/Discovered Virtual Machines,,True,notConfigured,gray,-1,-1,"93,500","35,872","34,532",medium,none,vmMonitoringDisabled,,,False,0,"10,000",False,False,bios,19,none,never,,[VxRail-Virtual-SAN-Datastore-1ace252b-8d79-43a9-9c01-cf6cff9e5c32] RK2019TESTSQL03/RK2019TESTSQL03.vmx,[VxRail-Virtual-SAN-Datastore-1ace252b-8d79-43a9-9c01-cf6cff9e5c32] RK2019TESTSQL03/,[VxRail-Virtual-SAN-Datastore-1ace252b-8d79-43a9-9c01-cf6cff9e5c32] RK2019TESTSQL03/,[VxRail-Virtual-SAN-Datastore-1ace252b-8d79-43a9-9c01-cf6cff9e5c32] RK2019TESTSQL03/,2019 Template created by CP on 8/1/2020 Last Patched 8/42020,"Sun Jul 30 00:03:33 2023 -0400,nbumaster-isc.nbhdhqdomain.nbhd.org,VMware_ISCVCSRVRAIL",VxRail-Datacenter,VxRail-Virtual-SAN-Cluster-1ace252b-8d79-43a9-9c01-cf6cff9e5c32,iscvxnode08.nbhdhqdomain.nbhd.org,Microsoft Windows Server 2016 (64-bit),Microsoft Windows Server 2019 (64-bit),vm-1024,5039aecf-ce5b-eedf-9551-8f0e8eb0a064,VMware vCenter Server 7.0.3 build-21477706,7.0.3.0,BackupExclusion,,iscvcsrvrail.nbhdhqdomain.nbhd.org,6bc373d9-1fa4-43fc-a26b-57d6532ad666
RK2022TESTWIN02,poweredOn,False,False,green,WIN2022SRV-TPL,connected,running,green,False,2023/08/10 15:50:29,,2023/07/19 15:18:33,2023/09/27 11:38:27,4,"8,192",2,1,intel-haswell,normal,True,True,10.60.95.174,DVS-CTX-TER-1195,SERVER-HRBT-3111,,,,,,,1,"16,384",/VxRail-Datacenter/VxRail-Virtual-SAN-Cluster-1ace252b-8d79-43a9-9c01-cf6cff9e5c32/Resources,/VxRail-Datacenter/Discovered Virtual Machines,,True,notConfigured,gray,-1,-1,"163,468","32,220","30,472",medium,none,vmMonitoringDisabled,,,False,0,"10,000",False,False,bios,19,none,never,,[VxRail-Virtual-SAN-Datastore-1ace252b-8d79-43a9-9c01-cf6cff9e5c32] RK2022TESTWIN02/RK2022TESTWIN02.vmx,[VxRail-Virtual-SAN-Datastore-1ace252b-8d79-43a9-9c01-cf6cff9e5c32] RK2022TESTWIN02/,[VxRail-Virtual-SAN-Datastore-1ace252b-8d79-43a9-9c01-cf6cff9e5c32] RK2022TESTWIN02/,[VxRail-Virtual-SAN-Datastore-1ace252b-8d79-43a9-9c01-cf6cff9e5c32] RK2022TESTWIN02/,Nessus Scan Successfully Remediated 3/1/2022 - CP Last MS Patches February 2022  3.13.23 - Changed Power Settings - CP,"Mon Aug  7 20:09:56 2023 -0400,nbumaster-isc.nbhdhqdomain.nbhd.org,VMware_ISCVCSRVRAIL",VxRail-Datacenter,VxRail-Virtual-SAN-Cluster-1ace252b-8d79-43a9-9c01-cf6cff9e5c32,iscvxnode08.nbhdhqdomain.nbhd.org,Microsoft Windows Server 2016 (64-bit),Microsoft Windows Server 2022 (64-bit),vm-1033,500d2c9f-96e5-dfa9-c13e-9493cce441b2,VMware vCenter Server 7.0.3 build-21477706,7.0.3.0,BackupExclusion,,iscvcsrvrail.nbhdhqdomain.nbhd.org,6bc373d9-1fa4-43fc-a26b-57d6532ad666
S1SQL212ESVM,poweredOn,False,False,green,s1sql212esvm.nbhdhqdomain.nbhd.org,connected,running,green,False,2023/09/28 00:16:54,,1969/12/31 19:00:00,2023/09/27 11:38:34,8,"24,576",1,5,intel-merom,normal,True,True,10.60.21.224,DVS-DB-1121,,,,,,,,1,"16,384",/VxRail-Datacenter/VxRail-Virtual-SAN-Cluster-1ace252b-8d79-43a9-9c01-cf6cff9e5c32/Resources,/VxRail-Datacenter/Databases/SCOM,,True,notConfigured,gray,-1,-1,"3,630,348","2,460,416","2,458,288",medium,none,vmMonitoringDisabled,,,False,0,"10,000",False,False,bios,15,none,never,,[VxRail-Virtual-SAN-Datastore-1ace252b-8d79-43a9-9c01-cf6cff9e5c32] S1SQL212ESVM/S1SQL212ESVM.vmx,[VxRail-Virtual-SAN-Datastore-1ace252b-8d79-43a9-9c01-cf6cff9e5c32] S1SQL212ESVM/,[VxRail-Virtual-SAN-Datastore-1ace252b-8d79-43a9-9c01-cf6cff9e5c32] S1SQL212ESVM/,[VxRail-Virtual-SAN-Datastore-1ace252b-8d79-43a9-9c01-cf6cff9e5c32] S1SQL212ESVM/,,,VxRail-Datacenter,VxRail-Virtual-SAN-Cluster-1ace252b-8d79-43a9-9c01-cf6cff9e5c32,iscvxnode24.nbhdhqdomain.nbhd.org,Microsoft Windows Server 2012 (64-bit),Microsoft Windows Server 2012 (64-bit),vm-2029,50269029-3539-dd8c-6e8e-2c17bb644f61,VMware vCenter Server 7.0.3 build-21477706,7.0.3.0,"BackupExclusion, SQLServers",,iscvcsrvrail.nbhdhqdomain.nbhd.org,6bc373d9-1fa4-43fc-a26b-57d6532ad666
SCCMDBPRD316VMI,poweredOn,False,False,green,SCCMDBPRD316VMI.nbhdhqdomain.nbhd.org,connected,running,green,False,2023/09/25 00:31:03,,1969/12/31 19:00:00,2023/09/27 11:38:36,8,"32,768",2,5,intel-merom,normal,True,True,3.3.3.10,DVS-DB-1121,SERVER-HRBT-3111,,,,,,,1,"4,096",/VxRail-Datacenter/VxRail-Virtual-SAN-Cluster-1ace252b-8d79-43a9-9c01-cf6cff9e5c32/Resources,/VxRail-Datacenter/Databases/SCCM,,True,notConfigured,gray,-1,-1,"1,100,608","866,288","863,900",medium,none,vmMonitoringDisabled,,,False,0,"10,000",False,False,bios,15,none,never,,[VxRail-Virtual-SAN-Datastore-1ace252b-8d79-43a9-9c01-cf6cff9e5c32] SCCMDBPRD316VMI/SCCMDBPRD316VMI.vmx,[VxRail-Virtual-SAN-Datastore-1ace252b-8d79-43a9-9c01-cf6cff9e5c32] SCCMDBPRD316VMI/,[VxRail-Virtual-SAN-Datastore-1ace252b-8d79-43a9-9c01-cf6cff9e5c32] SCCMDBPRD316VMI/,[VxRail-Virtual-SAN-Datastore-1ace252b-8d79-43a9-9c01-cf6cff9e5c32] SCCMDBPRD316VMI/,,"Mon Oct  2 20:27:47 2023 -0400,nbumaster-isc.nbhdhqdomain.nbhd.org,VMware_ISCVCSRVRAIL",VxRail-Datacenter,VxRail-Virtual-SAN-Cluster-1ace252b-8d79-43a9-9c01-cf6cff9e5c32,iscvxnode22.nbhdhqdomain.nbhd.org,Microsoft Windows Server 2016 or later (64-bit),Microsoft Windows Server 2016 or later (64-bit),vm-1452,5026937e-6e0e-eef2-c753-88f2cd9be6c4,VMware vCenter Server 7.0.3 build-21477706,7.0.3.0,"BackupExclusion, SQLServers",,iscvcsrvrail.nbhdhqdomain.nbhd.org,6bc373d9-1fa4-43fc-a26b-57d6532ad666
SCOMDBPRD116VMI,poweredOn,False,False,green,SCOMDBPRD116VMI.nbhdhqdomain.nbhd.org,connected,running,green,False,2023/09/25 00:31:44,,1969/12/31 19:00:00,2023/09/27 11:38:35,8,"24,576",2,8,intel-merom,normal,True,True,10.60.21.53,DVS-DB-1121,SERVER-HRBT-3111,,,,,,,1,"4,096",/VxRail-Datacenter/VxRail-Virtual-SAN-Cluster-1ace252b-8d79-43a9-9c01-cf6cff9e5c32/Resources,/VxRail-Datacenter/Databases/SCOM,,True,notConfigured,gray,-1,-1,"2,306,060","1,815,424","1,812,400",medium,none,vmMonitoringDisabled,,,False,0,"10,000",False,False,bios,15,none,never,,[VxRail-Virtual-SAN-Datastore-1ace252b-8d79-43a9-9c01-cf6cff9e5c32] SCOMDBPRD116VMI/SCOMDBPRD116VMI.vmx,[VxRail-Virtual-SAN-Datastore-1ace252b-8d79-43a9-9c01-cf6cff9e5c32] SCOMDBPRD116VMI/,[VxRail-Virtual-SAN-Datastore-1ace252b-8d79-43a9-9c01-cf6cff9e5c32] SCOMDBPRD116VMI/,[VxRail-Virtual-SAN-Datastore-1ace252b-8d79-43a9-9c01-cf6cff9e5c32] SCOMDBPRD116VMI/,,"Mon Oct  2 20:27:53 2023 -0400,nbumaster-isc.nbhdhqdomain.nbhd.org,VMware_ISCVCSRVRAIL",VxRail-Datacenter,VxRail-Virtual-SAN-Cluster-1ace252b-8d79-43a9-9c01-cf6cff9e5c32,iscvxnode01.nbhdhqdomain.nbhd.org,Microsoft Windows Server 2016 or later (64-bit),Microsoft Windows Server 2016 or later (64-bit),vm-1521,5026963b-06ba-8937-a12d-f126be75770b,VMware vCenter Server 7.0.3 build-21477706,7.0.3.0,"BackupExclusion, SQLServers",,iscvcsrvrail.nbhdhqdomain.nbhd.org,6bc373d9-1fa4-43fc-a26b-57d6532ad666
SP13PRDA212VM,poweredOn,False,False,green,SP13PRDA212VM.nbhdhqdomain.nbhd.org,connected,running,green,False,2023/09/27 04:22:46,,1969/12/31 19:00:00,2023/09/27 11:38:35,4,"16,384",1,1,intel-merom,normal,True,True,10.60.4.121,DVS-CITRIXFARM-1120,,,,,,,,1,"16,384",/VxRail-Datacenter/VxRail-Virtual-SAN-Cluster-1ace252b-8d79-43a9-9c01-cf6cff9e5c32/Resources,/VxRail-Datacenter/Databases/Programming_Web,,True,notConfigured,gray,-1,-1,"172,284","114,524","112,152",medium,none,vmMonitoringDisabled,,,False,0,"10,000",False,False,bios,19,none,never,,[VxRail-Virtual-SAN-Datastore-1ace252b-8d79-43a9-9c01-cf6cff9e5c32] SP13PRDA212VM/SP13PRDA212VM.vmx,[VxRail-Virtual-SAN-Datastore-1ace252b-8d79-43a9-9c01-cf6cff9e5c32] SP13PRDA212VM/,[VxRail-Virtual-SAN-Datastore-1ace252b-8d79-43a9-9c01-cf6cff9e5c32] SP13PRDA212VM/,[VxRail-Virtual-SAN-Datastore-1ace252b-8d79-43a9-9c01-cf6cff9e5c32] SP13PRDA212VM/,,"Mon Oct  2 20:27:38 2023 -0400,nbumaster-isc.nbhdhqdomain.nbhd.org,VMware_ISCVCSRVRAIL",VxRail-Datacenter,VxRail-Virtual-SAN-Cluster-1ace252b-8d79-43a9-9c01-cf6cff9e5c32,iscvxnode13.nbhdhqdomain.nbhd.org,Microsoft Windows Server 2008 R2 (64-bit),Microsoft Windows Server 2012 (64-bit),vm-1273,503d5f93-5ea0-9adf-0a50-268a3da4d43a,VMware vCenter Server 7.0.3 build-21477706,7.0.3.0,"BackupExclusion, SQLServers",SharePoint Servers,iscvcsrvrail.nbhdhqdomain.nbhd.org,6bc373d9-1fa4-43fc-a26b-57d6532ad666
SP13PRDD112VM,poweredOn,False,False,green,SP13PRDD112VM.nbhdhqdomain.nbhd.org,connected,running,green,False,2023/09/27 00:17:26,,1969/12/31 19:00:00,2023/09/28 10:55:45,8,"16,384",1,5,intel-merom,normal,True,True,10.60.21.215,DVS-DB-1121,,,,,,,,1,"16,384",/VxRail-Datacenter/VxRail-Virtual-SAN-Cluster-1ace252b-8d79-43a9-9c01-cf6cff9e5c32/Resources,/VxRail-Datacenter/Databases/SharePoint,,True,notConfigured,gray,-1,-1,"883,468","790,268","787,408",medium,none,vmMonitoringDisabled,,,False,0,"10,000",False,False,bios,15,none,never,,[VxRail-Virtual-SAN-Datastore-1ace252b-8d79-43a9-9c01-cf6cff9e5c32] SP13PRDD112VM/SP13PRDD112VM.vmx,[VxRail-Virtual-SAN-Datastore-1ace252b-8d79-43a9-9c01-cf6cff9e5c32] SP13PRDD112VM/,[VxRail-Virtual-SAN-Datastore-1ace252b-8d79-43a9-9c01-cf6cff9e5c32] SP13PRDD112VM/,[VxRail-Virtual-SAN-Datastore-1ace252b-8d79-43a9-9c01-cf6cff9e5c32] SP13PRDD112VM/,,"Thu Oct  5 19:41:58 2023 -0400,nbumaster-isc.nbhdhqdomain.nbhd.org,VMware_ISCVCSRVRAIL",VxRail-Datacenter,VxRail-Virtual-SAN-Cluster-1ace252b-8d79-43a9-9c01-cf6cff9e5c32,iscvxnode19.nbhdhqdomain.nbhd.org,Microsoft Windows Server 2008 R2 (64-bit),Microsoft Windows Server 2012 (64-bit),vm-2411,503d51eb-d8ae-e0f4-8a69-bbc985a3942c,VMware vCenter Server 7.0.3 build-21477706,7.0.3.0,,SharePoint Servers,iscvcsrvrail.nbhdhqdomain.nbhd.org,6bc373d9-1fa4-43fc-a26b-57d6532ad666
SP13PRDD212VM,poweredOn,False,False,green,SP13PRDD212VM.nbhdhqdomain.nbhd.org,connected,running,green,False,2023/09/27 02:23:21,,1969/12/31 19:00:00,2023/09/27 11:38:36,8,"16,384",1,5,intel-merom,normal,True,True,10.60.21.214,DVS-DB-1121,,,,,,,,1,"16,384",/VxRail-Datacenter/VxRail-Virtual-SAN-Cluster-1ace252b-8d79-43a9-9c01-cf6cff9e5c32/Resources,/VxRail-Datacenter/Databases/SharePoint,,True,notConfigured,gray,-1,-1,"882,780","734,356","731,700",medium,none,vmMonitoringDisabled,,,False,0,"10,000",False,False,bios,15,none,never,,[VxRail-Virtual-SAN-Datastore-1ace252b-8d79-43a9-9c01-cf6cff9e5c32] SP13PRDD212VM/SP13PRDD212VM.vmx,[VxRail-Virtual-SAN-Datastore-1ace252b-8d79-43a9-9c01-cf6cff9e5c32] SP13PRDD212VM/,[VxRail-Virtual-SAN-Datastore-1ace252b-8d79-43a9-9c01-cf6cff9e5c32] SP13PRDD212VM/,[VxRail-Virtual-SAN-Datastore-1ace252b-8d79-43a9-9c01-cf6cff9e5c32] SP13PRDD212VM/,,"Thu Oct  5 19:41:31 2023 -0400,nbumaster-isc.nbhdhqdomain.nbhd.org,VMware_ISCVCSRVRAIL",VxRail-Datacenter,VxRail-Virtual-SAN-Cluster-1ace252b-8d79-43a9-9c01-cf6cff9e5c32,iscvxnode23.nbhdhqdomain.nbhd.org,Microsoft Windows Server 2008 R2 (64-bit),Microsoft Windows Server 2012 (64-bit),vm-2367,503de7e7-c526-ba00-1ab8-b436d17e351e,VMware vCenter Server 7.0.3 build-21477706,7.0.3.0,,SharePoint Servers,iscvcsrvrail.nbhdhqdomain.nbhd.org,6bc373d9-1fa4-43fc-a26b-57d6532ad666
